,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
1537,kapoeta,5,SS,1579480665,24,79.88,4.77,33.59,6.35
1538,nenagh,58,IE,1579480665,93,39.99,52.86,-8.2,5.82
1539,ndola,98,ZM,1579480665,98,63.41,-12.96,28.64,6.02
1540,kununurra,75,AU,1579480564,83,82.4,-15.77,128.73,2.24
1541,nabire,83,ID,1579480665,93,77.56,-3.37,135.48,1.63
1542,kamenka,100,RU,1579480665,91,28.0,51.32,42.77,5.01
1543,rieti,97,IT,1579480665,85,48.0,42.41,12.86,7.9
1544,tukrah,51,LY,1579480666,71,53.02,32.53,20.58,4.14
1545,eckernforde,40,DE,1579480666,93,39.99,54.47,9.83,2.24
1546,talaya,100,RU,1579480666,100,-29.76,61.38,152.75,0.11
1547,clyde river,1,CA,1579480666,66,-29.2,70.47,-68.59,5.82
1548,olga,47,RU,1579480666,64,24.13,43.74,135.29,14.14
1549,pudozh,91,RU,1579480666,98,30.92,61.81,36.53,4.72
1550,katsuura,0,JP,1579480666,61,51.01,35.13,140.3,2.24
1551,deniliquin,39,AU,1579480666,55,75.78,-35.53,144.97,4.7
1552,norsup,54,VU,1579480666,75,81.75,-16.07,167.38,12.82
1553,ilulissat,67,GL,1579480653,71,5.0,69.22,-51.1,11.41
1554,feodosiya,7,UA,1579480666,77,36.52,45.03,35.38,17.69
1555,geraldton,40,AU,1579480666,69,75.2,-28.77,114.6,24.16
1556,pryazha,99,RU,1579480666,90,32.0,61.69,33.62,11.18
1557,hamilton,90,US,1579480634,66,17.01,39.18,-84.53,12.75
1558,vuktyl,40,RU,1579480667,99,-8.91,63.86,57.31,2.84
1559,talara,3,PE,1579480667,100,62.6,-4.58,-81.27,13.87
1560,abonnema,22,NG,1579480667,78,73.4,4.71,6.79,4.63
1561,hambantota,48,LK,1579480633,78,80.13,6.12,81.12,21.32
1562,mari-turek,100,RU,1579480667,95,31.3,56.79,49.62,12.82
1563,beyneu,80,KZ,1579480667,90,26.87,45.32,55.2,5.55
1564,cartagena,11,CO,1579480529,74,80.6,10.4,-75.51,6.93
1565,muros,75,ES,1579480667,78,50.0,42.78,-9.06,12.75
1566,marsh harbour,65,BS,1579480513,67,73.04,26.54,-77.06,9.06
1567,sungaipenuh,85,ID,1579480667,98,63.75,-2.08,101.38,1.88
1568,preobrazheniye,31,RU,1579480668,66,17.89,42.9,133.91,5.37
1569,mazyr,3,BY,1579480668,92,26.83,52.05,29.25,5.06
1570,alice springs,0,AU,1579480668,20,82.4,-23.7,133.88,13.87
1571,agnibilekrou,20,CI,1579480668,46,69.89,7.13,-3.2,2.39
1572,kota belud,75,MY,1579480668,78,82.0,6.35,116.43,4.7
1573,merritt,90,CA,1579480668,93,37.4,50.11,-120.79,3.36
1574,poya,0,NC,1579480668,74,76.59,-21.35,165.15,9.8
1575,esperance,0,AU,1579480548,59,66.2,-33.87,121.9,9.17
1576,egvekinot,100,RU,1579480668,94,-14.49,66.32,-179.17,9.37
1577,taltal,32,CL,1579480585,76,66.61,-25.4,-70.48,2.71
1578,baruun-urt,0,MN,1579480668,86,-5.08,46.68,113.28,10.74
1579,taoudenni,0,ML,1579480668,26,57.15,22.68,-3.98,1.39
1580,high level,90,CA,1579480668,83,-4.0,58.52,-117.14,6.93
1581,tres arroyos,33,AR,1579480669,33,81.07,-38.37,-60.28,11.43
1582,ha tinh,99,VN,1579480669,93,65.55,18.33,105.9,10.29
1583,kem,97,RU,1579480669,92,25.7,64.96,34.58,5.66
1584,chicama,20,PE,1579480669,83,71.6,-7.84,-79.15,10.29
1585,dali,1,CN,1579480669,87,31.46,25.7,100.18,1.79
1586,ola,7,RU,1579480383,77,-9.71,59.58,151.28,5.06
1587,rizhao,0,CN,1579480669,59,33.87,35.43,119.46,3.78
1588,komsomolets,97,KZ,1579480670,94,13.48,53.75,62.07,9.1
1589,tombouctou,0,ML,1579480670,16,62.37,20.0,-3.0,6.04
1590,oistins,40,BB,1579480371,74,78.8,13.07,-59.53,18.34
1591,faya,0,SA,1579480670,57,53.6,18.39,42.45,4.7
1592,comal,1,US,1579480670,30,53.6,29.82,-98.3,8.05
1593,semey,99,KZ,1579480670,96,3.29,50.41,80.23,6.98
1594,porto novo,20,BJ,1579480670,83,82.4,6.5,2.6,5.82
1595,padang,79,ID,1579480670,93,68.67,-0.95,100.35,4.0
1596,yuli,22,NG,1579480670,35,71.73,9.7,10.27,8.95
1597,trabzon,75,TR,1579480670,75,46.4,40.92,39.83,3.36
1598,gulu,5,UG,1579480670,31,70.57,2.77,32.3,2.93
1599,khomeyn,0,IR,1579480670,84,24.44,33.64,50.08,4.72
1600,margate,26,GB,1579480630,68,39.0,51.38,1.39,3.36
1601,ngunguru,1,NZ,1579480671,65,82.99,-35.62,174.5,7.0
1602,berlevag,100,NO,1579480671,90,28.71,70.86,29.09,29.77
1603,pelym,0,RU,1579480671,97,-5.21,61.01,62.0,0.98
1604,sao joao da barra,69,BR,1579480608,84,74.86,-21.64,-41.05,12.59
1605,chihuahua,5,MX,1579480471,40,68.0,28.5,-106.0,5.82
1606,sisimiut,50,GL,1579480671,72,0.68,66.94,-53.67,17.85
1607,mecca,0,SA,1579480671,58,61.7,21.43,39.83,4.92
1608,bukan,97,IR,1579480671,97,25.07,36.52,46.21,1.79
1609,flin flon,5,CA,1579480671,83,-7.6,54.77,-101.86,3.36
1610,batagay,89,RU,1579480666,91,-24.52,67.63,134.63,3.13
1611,porto torres,100,IT,1579480671,66,51.8,40.84,8.4,13.87
1612,zhangye,0,CN,1579480671,52,16.16,38.93,100.45,0.83
1613,pontianak,83,ID,1579480672,96,75.63,-0.03,109.33,2.91
1614,west wendover,1,US,1579480672,55,35.6,40.74,-114.07,3.36
1615,green river,1,US,1579480672,68,24.8,41.53,-109.47,3.36
1616,kampene,100,CD,1579480672,95,67.98,-3.6,26.67,1.3
1617,sao jose da coroa grande,78,BR,1579480641,75,81.14,-8.9,-35.15,11.41
1618,ust-maya,94,RU,1579480385,98,-7.8,60.42,134.53,0.78
1619,siparia,75,TT,1579480672,94,75.2,10.13,-61.5,8.05
1620,gaoual,67,GN,1579480672,28,70.93,11.75,-13.2,3.0
1621,mananjary,100,MG,1579480672,95,75.63,-21.22,48.33,8.1
1622,havelock,5,US,1579480671,58,53.6,34.88,-76.9,11.41
1623,indiana,90,US,1579480672,78,15.01,40.0,-86.25,13.87
1624,nara,75,JP,1579480672,65,51.01,34.69,135.8,3.36
1625,rangoon,18,MM,1579480625,94,69.8,16.81,96.16,4.7
1626,port blair,0,IN,1579480434,78,80.4,11.67,92.75,14.9
1627,sistranda,75,NO,1579480673,81,44.6,63.73,8.83,25.28
1628,dahra,75,DZ,1579480673,100,48.2,36.25,0.85,4.7
1629,champerico,75,GT,1579480673,58,86.0,14.3,-91.92,6.93
1630,jalu,19,LY,1579480673,61,55.17,29.03,21.55,4.56
1631,zheleznodorozhnyy,75,RU,1579480673,86,36.0,55.75,38.0,6.71
1632,andenes,100,NO,1579480673,83,36.0,69.31,16.12,13.87
1633,grindavik,75,IS,1579480673,93,37.4,63.84,-22.43,16.11
1634,tevriz,0,RU,1579480673,96,-12.21,57.51,72.4,4.72
1635,jacareacanga,47,BR,1579480673,86,76.77,-6.22,-57.75,2.17
1636,coos bay,1,US,1579480673,81,55.0,43.37,-124.22,5.82
1637,kuusamo,90,FI,1579480673,92,21.2,65.97,29.18,1.12
1638,baraganul,90,RO,1579480673,68,35.01,44.8,27.52,8.05
1639,innisfail,50,AU,1579480674,54,88.0,-17.53,146.03,3.0
1640,parabel,29,RU,1579480384,90,-12.32,58.7,81.48,9.84
1641,polunochnoye,43,RU,1579480674,94,-5.73,60.87,60.42,0.81
1642,roma,90,US,1579480674,85,19.4,43.21,-75.46,12.75
1643,szczytno,90,PL,1579480674,86,37.4,53.56,20.99,2.24
1644,kandrian,100,PG,1579480674,87,80.82,-6.22,149.55,8.34
1645,yelizovo,0,RU,1579480674,70,1.4,53.19,158.38,6.71
1646,kieta,32,PG,1579480674,69,84.49,-6.22,155.63,4.92
1647,noumea,75,NC,1579480601,48,87.8,-22.28,166.46,11.41
1648,san cristobal,40,VE,1579480674,54,82.4,7.77,-72.22,4.7
1649,ayan,0,RU,1579480674,75,-3.93,56.45,138.17,7.92
1650,san jose,90,US,1579480444,58,57.0,37.34,-121.89,6.93
1651,port-cartier,75,CA,1579480675,70,3.99,50.03,-66.87,13.87
1652,yarim,0,YE,1579480675,45,50.02,14.3,44.38,3.42
1653,batagay-alyta,17,RU,1579480675,84,-17.55,67.8,130.41,2.13
1654,lata,0,PT,1579480675,29,50.0,40.16,-8.33,11.41
1655,peniche,0,PT,1579480675,26,50.0,39.36,-9.38,24.16
1656,ostroh,0,UA,1579480675,86,26.11,50.33,26.51,3.18
1657,banda aceh,38,ID,1579480675,89,73.26,5.56,95.32,4.83
1658,udachnyy,55,RU,1579480675,82,-16.6,66.42,112.4,6.71
1659,komsomolskiy,100,UZ,1579480675,73,30.2,40.43,71.72,4.7
1660,port hardy,90,CA,1579480571,87,46.4,50.7,-127.42,26.4
1661,huambo,30,AO,1579480675,92,58.75,-12.78,15.74,2.68
1662,vila velha,75,BR,1579480676,78,80.01,-20.33,-40.29,11.41
1663,salekhard,67,RU,1579480676,80,12.81,66.53,66.6,20.54
1664,chumikan,0,RU,1579480676,89,-8.05,54.72,135.31,5.08
1665,abalak,3,RU,1579480676,86,-8.84,58.13,68.59,3.56
1666,amarillo,1,US,1579480676,38,44.01,35.22,-101.83,6.93
1667,wewak,99,PG,1579480676,86,79.12,-3.55,143.63,6.87
1668,muzhi,88,RU,1579480676,78,11.48,65.37,64.67,17.47
1669,tazovskiy,45,RU,1579480651,97,-27.35,67.47,78.7,7.65
1670,diksmuide,6,BE,1579480676,93,44.01,51.03,2.87,1.12
1671,vestmannaeyjar,100,IS,1579480676,78,43.48,63.44,-20.27,26.8
1672,ambovombe,95,MG,1579480676,93,72.03,-25.17,46.08,0.78
1673,tashla,100,RU,1579480676,96,27.14,51.77,52.74,9.35
1674,warangal,0,IN,1579480676,77,66.54,18.0,79.58,1.34
1675,weligama,69,LK,1579480677,92,73.54,5.97,80.42,6.55
1676,bambanglipuro,81,ID,1579480677,77,78.03,-7.95,110.28,2.37
1677,namangan,100,UZ,1579480677,68,30.2,41.0,71.67,4.14
1678,prince rupert,90,CA,1579480677,93,37.4,54.32,-130.32,9.17
1679,lyudinovo,58,RU,1579480677,97,25.48,53.87,34.45,5.03
1680,rocha,7,UY,1579480677,82,70.59,-34.48,-54.33,8.95
1681,muyezerskiy,98,RU,1579480677,93,24.6,63.93,31.65,7.49
1682,jiwani,17,PK,1579480677,60,69.84,25.05,61.74,2.37
1683,ponta delgada,40,PT,1579480655,93,62.6,37.73,-25.67,12.75
1684,makakilo city,75,US,1579480476,45,82.4,21.35,-158.09,9.17
1685,fomboni,100,KM,1579480677,80,84.13,-12.28,43.74,23.22
1686,beihai,97,CN,1579480456,80,58.17,21.48,109.1,8.93
1687,klyuchi,63,RU,1579480678,99,-10.28,52.27,79.17,6.76
1688,xiaoweizhai,100,CN,1579480678,82,42.1,26.19,107.51,2.13
1689,tulsipur,0,NP,1579480678,63,44.53,28.13,82.3,4.29
1690,port lincoln,94,AU,1579480678,69,62.85,-34.73,135.87,15.75
1691,kaitangata,73,NZ,1579480678,77,66.0,-46.28,169.85,7.0
1692,olinda,20,BR,1579480678,69,82.4,-8.01,-34.86,6.93
1693,belyy yar,67,RU,1579480678,84,8.6,53.6,91.39,2.24
1694,shaunavon,74,CA,1579480678,94,2.5,49.65,-108.42,11.77
1695,kencong,76,ID,1579480678,78,79.32,-8.28,113.37,5.91
1696,broome,90,US,1579480678,78,21.99,42.25,-75.83,12.75
1697,los llanos de aridane,75,ES,1579480679,77,64.4,28.66,-17.92,9.17
1698,barreirinhas,100,BR,1579480679,96,75.15,-2.75,-42.83,4.76
1699,bandrele,100,YT,1579480679,81,83.88,-12.91,45.19,23.53
1700,henties bay,0,NA,1579480679,86,64.99,-22.12,14.28,1.99
1701,antalaha,100,MG,1579480679,86,79.05,-14.9,50.28,3.98
1702,ridgecrest,1,US,1579480495,24,60.01,35.62,-117.67,4.7
1703,cam ranh,20,VN,1579480679,73,73.4,11.92,109.16,5.82
1704,surin,13,TH,1579480657,77,72.0,14.88,103.49,6.93
1705,maitum,75,PH,1579480679,78,78.8,6.04,124.5,4.7
1706,sechura,16,PE,1579480679,82,72.18,-5.56,-80.82,14.43
1707,itaituba,99,BR,1579480680,85,77.85,-4.28,-55.98,0.43
1708,evensk,19,RU,1579480680,69,-13.92,61.95,159.23,7.31
1709,mildura,40,AU,1579480680,60,72.0,-34.2,142.15,9.17
1710,benguela,0,AO,1579480680,70,78.04,-12.58,13.41,3.4
1711,conakry,69,GN,1579480680,78,82.4,9.54,-13.68,6.93
1712,guerrero negro,88,MX,1579480680,31,68.72,27.98,-114.06,10.76
1713,zverinogolovskoye,100,RU,1579480680,94,13.42,54.46,64.85,10.96
1714,mitsamiouli,100,KM,1579480680,83,82.94,-11.38,43.28,24.67
1715,masuda,75,JP,1579480680,80,52.0,34.67,131.85,16.11
1716,salina cruz,50,MX,1579480680,69,80.42,16.17,-95.2,42.08
1717,da nang,40,VN,1579480449,93,66.2,16.07,108.22,1.1
1718,morant bay,20,JM,1579480680,65,82.4,17.88,-76.41,12.75
1719,pacific grove,1,US,1579480681,62,57.2,36.62,-121.92,3.47
1720,manicore,87,BR,1579480681,96,75.87,-5.81,-61.3,2.53
1721,talnakh,40,RU,1579480384,75,-20.2,69.49,88.4,13.42
1722,manono,93,CD,1579480681,96,66.34,-7.3,27.42,2.84
1723,solnechnyy,0,RU,1579480681,95,-6.23,50.72,136.63,1.01
1724,saint-pierre,75,RE,1579480681,83,78.8,-21.34,55.48,4.7
1725,mianwali,84,PK,1579480681,37,51.64,32.57,71.53,2.62
1726,helong,64,CN,1579480681,90,5.49,42.54,129.0,5.28
1727,gizycko,47,PL,1579480681,93,32.99,54.04,21.76,6.2
1728,pokhara,0,NP,1579480681,56,43.92,28.23,83.98,2.8
1729,tautira,75,PF,1579480681,74,86.0,-17.73,-149.15,8.05
1730,beroroha,100,MG,1579480681,93,74.64,-21.67,45.17,8.7
1731,shimoda,20,JP,1579480681,54,53.6,34.67,138.95,5.82
1732,ranghulu,100,CN,1579480682,96,-3.98,46.65,124.87,3.38
1733,atherton,54,GB,1579480682,82,39.2,53.52,-2.49,1.12
1734,adrar,0,MR,1579480653,21,60.62,20.5,-10.07,8.95
1735,vulcan,6,RO,1579480682,87,19.26,45.38,23.27,1.41
1736,ihosy,100,MG,1579480682,96,68.29,-22.4,46.12,3.47
1737,leningradskiy,100,RU,1579480682,98,-5.3,69.38,178.42,7.56
1738,samarai,49,PG,1579480682,56,88.34,-10.62,150.67,5.01
1739,sindor,62,RU,1579480682,90,-2.69,62.86,51.89,5.17
1740,ulaanbaatar,17,MN,1579480628,67,-23.8,47.91,106.88,5.75
1741,kirensk,89,RU,1579480682,91,-9.38,57.79,108.11,5.57
1742,anisoc,71,GQ,1579480682,95,69.98,1.87,10.77,1.45
1743,qingyuan,90,CN,1579480682,62,57.99,23.7,113.03,4.47
1744,zalantun,100,CN,1579480682,86,-0.51,48.0,122.72,3.69
1745,shimoga,36,IN,1579480682,75,65.95,13.92,75.57,4.45
1746,kentau,100,KZ,1579480683,99,28.65,43.52,68.51,4.43
1747,destin,1,US,1579480468,37,50.0,30.39,-86.5,14.99
1748,escarcega,60,MX,1579480683,77,75.04,18.61,-90.75,2.1
1749,adiake,20,CI,1579480683,83,82.4,5.29,-3.3,3.36
1750,todos santos,5,MX,1579480683,47,77.0,23.45,-110.22,12.75
1751,shihezi,81,CN,1579480683,91,3.42,44.3,86.03,1.16
1752,savinka,70,RU,1579480683,93,24.01,50.08,47.1,9.89
1753,nha trang,20,VN,1579480432,73,73.4,12.25,109.18,5.82
1754,bah,0,IN,1579480683,69,46.72,26.87,78.6,4.61
1755,santa cruz del sur,0,CU,1579480683,74,79.07,20.71,-78.0,6.93
1756,te anau,61,NZ,1579480684,92,58.21,-45.42,167.72,2.82
1757,auray,0,FR,1579480684,93,43.0,47.67,-2.99,10.29
1758,khuzhir,53,RU,1579480684,84,8.62,53.19,107.34,6.85
1759,atar,0,MR,1579480684,22,61.3,20.52,-13.05,6.91
1760,coahuayana,75,MX,1579480684,69,80.6,18.73,-103.68,11.41
1761,kokkola,90,FI,1579480684,92,30.0,63.83,23.08,8.05
1762,sola,78,VU,1579480684,75,82.78,-13.88,167.55,11.68
1763,antofagasta,40,CL,1579480439,78,72.0,-23.65,-70.4,4.7
1764,kutoarjo,92,ID,1579480684,87,73.26,-7.72,109.91,0.16
1765,inhambupe,14,BR,1579480684,88,71.6,-11.78,-38.35,5.86
1766,teya,100,RU,1579480684,87,-7.42,60.38,92.63,10.33
